"race","circuit","season","date","driver_name","driver","number","car","position","starting_grid","laps","points","time_total","time_from_leader","time_from_previous","fastest_lap","average_speed","qualify_time","qualify_lap","stop_total","stop_lap_1","stop_lap_2","stop_lap_3","stop_lap_4","stop_lap_5","stop_lap_6","stop_time_1","stop_time_2","stop_time_3","stop_time_4","stop_time_5","stop_time_6"
"Monaco","Circuit de Monaco, Monaco",1963,"26 May 1963","Graham","Hill",6,"BRM","1",2,100,9,"2:41:49.700",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monaco","Circuit de Monaco, Monaco",1963,"26 May 1963","Richie","Ginther",5,"BRM","2",4,100,6,"2:41:54.299","4.600","4.59899997711182",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monaco","Circuit de Monaco, Monaco",1963,"26 May 1963","Bruce","McLaren",7,"Cooper Climax","3",8,100,4,"2:42:02.500","12.800","8.20099997520447",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monaco","Circuit de Monaco, Monaco",1963,"26 May 1963","John","Surtees",21,"Ferrari","4",3,100,3,"2:42:03.799","14.100","1.29900002479553","1:34.500",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monaco","Circuit de Monaco, Monaco",1963,"26 May 1963","Tony","Maggs",8,"Cooper Climax","5",10,98,2,"2","2","2",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monaco","Circuit de Monaco, Monaco",1963,"26 May 1963","Trevor","Taylor",10,"Lotus Climax","6",9,98,1,"2","2","2",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monaco","Circuit de Monaco, Monaco",1963,"26 May 1963","Jo","Bonnier",11,"Cooper Climax","7",11,94,0,"6","6","6",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monaco","Circuit de Monaco, Monaco",1963,"26 May 1963","Jim","Clark",9,"Lotus Climax","8",1,78,0,NA,NA,NA,NA,NA,"1:34.300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monaco","Circuit de Monaco, Monaco",1963,"26 May 1963","Jack","Brabham",3,"Lotus Climax","9",15,77,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monaco","Circuit de Monaco, Monaco",1963,"26 May 1963","Innes","Ireland",14,"Lotus BRM","NC",5,40,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
