"race","circuit","season","date","driver_name","driver","number","car","position","starting_grid","laps","points","time_total","time_from_leader","time_from_previous","fastest_lap","average_speed","qualify_time","qualify_lap","stop_total","stop_lap_1","stop_lap_2","stop_lap_3","stop_lap_4","stop_lap_5","stop_lap_6","stop_time_1","stop_time_2","stop_time_3","stop_time_4","stop_time_5","stop_time_6"
"Argentina","Autódromo Juan y Oscar Gálvez, Argentina",1974,"13 Jan 1974","Denny","Hulme",6,"McLaren Ford","1",10,53,9,"1:41:02.010",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Autódromo Juan y Oscar Gálvez, Argentina",1974,"13 Jan 1974","Niki","Lauda",12,"Ferrari","2",8,53,6,"1:41:11.279","9.270","9.26900005340576",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Autódromo Juan y Oscar Gálvez, Argentina",1974,"13 Jan 1974","Clay","Regazzoni",11,"Ferrari","3",2,53,4,"1:41:22.420","20.410","11.1410000324249","1:52.100",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Autódromo Juan y Oscar Gálvez, Argentina",1974,"13 Jan 1974","Mike","Hailwood",33,"McLaren Ford","4",9,53,3,"1:41:33.799","31.790","11.3789999485016",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Autódromo Juan y Oscar Gálvez, Argentina",1974,"13 Jan 1974","Jean-Pierre","Beltoise",14,"BRM","5",14,53,2,"1:41:53.849","51.840","20.0499999523163",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Autódromo Juan y Oscar Gálvez, Argentina",1974,"13 Jan 1974","Patrick","Depailler",4,"Tyrrell Ford","6",15,53,1,"1:42:54.490","112.480","1.01068333387375",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Autódromo Juan y Oscar Gálvez, Argentina",1974,"13 Jan 1974","Carlos","Reutemann",7,"Brabham Ford","7",6,52,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Autódromo Juan y Oscar Gálvez, Argentina",1974,"13 Jan 1974","Howden","Ganley",10,"March Ford","8",19,52,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Autódromo Juan y Oscar Gálvez, Argentina",1974,"13 Jan 1974","Henri","Pescarolo",15,"BRM","9",21,52,0,"1","1","1",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Autódromo Juan y Oscar Gálvez, Argentina",1974,"13 Jan 1974","Emerson","Fittipaldi",5,"McLaren Ford","10",3,51,0,"2","2","2",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Autódromo Juan y Oscar Gálvez, Argentina",1974,"13 Jan 1974","Guy","Edwards",27,"Lola Ford","11",25,50,0,"3","3","3",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Autódromo Juan y Oscar Gálvez, Argentina",1974,"13 Jan 1974","John","Watson",28,"Brabham Ford","12",20,49,0,"4","4","4",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Autódromo Juan y Oscar Gálvez, Argentina",1974,"13 Jan 1974","Ronnie","Peterson",1,"Lotus Ford","13",1,48,0,"5","5","5",NA,NA,"1:50.780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
