"race","circuit","season","date","driver_name","driver","number","car","position","starting_grid","laps","points","time_total","time_from_leader","time_from_previous","fastest_lap","average_speed","qualify_time","qualify_lap","stop_total","stop_lap_1","stop_lap_2","stop_lap_3","stop_lap_4","stop_lap_5","stop_lap_6","stop_time_1","stop_time_2","stop_time_3","stop_time_4","stop_time_5","stop_time_6"
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Nico","Rosberg",6,"Mercedes","1",2,57,25,"1:48:15.565",NA,NA,"1:30.557",210.815,"1:24.197",13,2,12,18,NA,NA,NA,NA,"21.531","18:09.303",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Lewis","Hamilton",44,"Mercedes","2",1,57,18,"1:48:23.625","8.060","8.05999994277954","1:30.646",210.608,"1:23.837",14,2,16,18,NA,NA,NA,NA,"21.940","18:10.087",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Sebastian","Vettel",5,"Ferrari","3",3,57,15,"1:48:25.207","9.643","1.58200001716614","1:29.951",212.235,"1:24.675",14,3,13,18,35,NA,NA,NA,"21.339","18:09.312","24.548",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Daniel","Ricciardo",3,"Red Bull Racing TAG Heuer","4",8,57,12,"1:48:39.894","24.330","14.6870000362396","1:28.997",214.51,"1:25.589",15,3,12,18,42,NA,NA,NA,"22.245","18:09.822","21.981",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Felipe","Massa",19,"Williams Mercedes","5",6,57,10,"1:49:14.544","58.979","34.6499998569489","1:32.288",206.861,"1:25.458",12,2,11,18,NA,NA,NA,NA,"21.550","18:09.805",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Romain","Grosjean",8,"Haas Ferrari","6",19,57,8,"1:49:27.646","72.081","13.1019999980927","1:32.862",205.582,"1:28.322",6,1,18,NA,NA,NA,NA,NA,"18:09.417",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Nico","Hulkenberg",27,"Force India Mercedes","7",10,57,6,"1:49:29.763","74.199","2.11700010299683","1:32.833",205.646,"1:25.865",14,2,16,18,NA,NA,NA,NA,"22.167","18:09.155",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Valtteri","Bottas",77,"Williams Mercedes","8",16,57,4,"1:49:30.718","75.153","0.954999923706055","1:32.725",205.886,"1:25.961",9,2,17,18,NA,NA,NA,NA,"21.376","18:08.989",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Carlos","Sainz",55,"Toro Rosso Ferrari","9",7,57,2,"1:49:31.245","75.680","0.526999950408936","1:31.671",208.253,"1:25.582",14,3,8,18,31,NA,NA,NA,"22.414","18:09.971","22.392",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Max","Verstappen",33,"Toro Rosso Ferrari","10",5,57,1,"1:49:32.398","76.833","1.15300011634827","1:31.516",208.606,"1:25.434",12,3,13,18,32,NA,NA,NA,"22.303","18:09.372","29.066",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Jolyon","Palmer",30,"Renault","11",13,57,0,"1:49:38.963","83.399","6.56500005722046","1:32.955",205.376,"1:27.601",12,2,12,18,NA,NA,NA,NA,"23.286","18:08.294",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Kevin","Magnussen",20,"Renault","12",14,57,0,"1:49:41.171","85.606","2.20799994468689","1:32.452",206.494,"1:27.742",11,3,1,16,17,NA,NA,NA,"27.831","22.079","15:46.318",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Sergio","Perez",11,"Force India Mercedes","13",9,57,0,"1:49:47.263","91.699","6.09200000762939","1:32.780",205.764,"1:25.753",12,2,16,18,NA,NA,NA,NA,"24.719","18:07.311",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Jenson","Button",22,"McLaren Honda","14",12,56,0,"1","1","1","1:31.684",208.223,"1:26.304",9,3,15,18,30,NA,NA,NA,"22.616","18:04.466","21.837",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Felipe","Nasr",12,"Sauber Ferrari","15",17,56,0,"1","1","1","1:32.711",205.917,"1:27.958",7,2,10,18,NA,NA,NA,NA,"22.701","18:02.337",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Pascal","Wehrlein",94,"MRT Mercedes","16",21,56,0,"1","1","1","1:32.673",206.001,"1:29.642",3,3,11,18,32,NA,NA,NA,"26.206","18:02.140","23.895",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Marcus","Ericsson",9,"Sauber Ferrari","NC",15,38,0,NA,NA,NA,"1:33.892",203.327,"1:27.435",9,3,11,18,27,NA,NA,NA,"22.357","18:06.875","16.936",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Kimi","Räikkönen",7,"Ferrari","NC",4,21,0,NA,NA,NA,"1:30.701",210.48,"1:25.033",13,2,16,18,NA,NA,NA,NA,"22.508","18:09.365",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Rio","Haryanto",88,"MRT Mercedes","NC",22,17,0,NA,NA,NA,"1:33.847",203.424,"1:29.627",3,1,12,NA,NA,NA,NA,NA,"23.224",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Esteban","Gutierrez",21,"Haas Ferrari","NC",20,16,0,NA,NA,NA,"1:32.998",205.281,"1:29.606",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Fernando","Alonso",14,"McLaren Honda","NC",11,16,0,NA,NA,NA,"1:32.553",206.268,"1:26.125",9,1,12,NA,NA,NA,NA,NA,"21.796",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2016,"20 Mar 2016","Daniil","Kvyat",26,"Red Bull Racing TAG Heuer","NC",18,0,0,NA,NA,NA,NA,NA,"1:28.006",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Nico","Rosberg",6,"Mercedes","1",2,57,25,"1:33:34.696",NA,NA,"1:34.482",206.21,"1:29.570",13,3,13,30,39,NA,NA,NA,"24.934","27.226","25.761",NA,NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Kimi","Räikkönen",7,"Ferrari","2",4,57,18,"1:33:44.978","10.282","10.2819998264313","1:35.158",204.745,"1:30.244",14,3,12,29,37,NA,NA,NA,"24.72","25.222","25.257",NA,NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Lewis","Hamilton",44,"Mercedes","3",1,57,15,"1:34:04.844","30.148","19.8660001754761","1:34.677",205.785,"1:29.493",14,3,13,28,41,NA,NA,NA,"24.512","25.03","24.524",NA,NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Daniel","Ricciardo",3,"Red Bull Racing TAG Heuer","4",5,57,12,"1:34:37.190","62.494","32.345999956131","1:36.064",202.814,"1:30.854",12,3,6,24,42,NA,NA,NA,"24.541","26.631","24.879",NA,NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Romain","Grosjean",8,"Haas Ferrari","5",9,57,10,"1:34:52.995","78.299","15.8049998283386","1:36.095",202.749,"1:31.756",9,3,11,27,40,NA,NA,NA,"25.739","26.151","30.063",NA,NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Max","Verstappen",33,"Toro Rosso Ferrari","6",10,57,8,"1:34:55.625","80.929","2.63000011444092","1:35.504",204.004,"1:31.772",9,3,10,26,46,NA,NA,NA,"25.81","25.594","25.129",NA,NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Daniil","Kvyat",26,"Red Bull Racing TAG Heuer","7",15,56,6,"1","1","1","1:35.678",203.633,"1:32.241",9,3,16,34,44,NA,NA,NA,"24.419","24.661","24.224",NA,NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Felipe","Massa",19,"Williams Mercedes","8",7,56,4,"1","1","1","1:37.560",199.704,"1:31.155",10,2,7,29,NA,NA,NA,NA,"24.093","24.236",NA,NA,NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Valtteri","Bottas",77,"Williams Mercedes","9",6,56,2,"1","1","1","1:37.077",200.698,"1:31.153",12,3,8,9,34,NA,NA,NA,"24.944","19.369","26.11",NA,NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Stoffel","Vandoorne",47,"McLaren Honda","10",12,56,1,"1","1","1","1:36.121",202.694,"1:31.934",9,3,9,25,41,NA,NA,NA,"24.604","24.682","25.316",NA,NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Kevin","Magnussen",20,"Renault","11",NA,56,0,"1","1","1","1:36.730",201.418,NA,3,3,12,24,38,NA,NA,NA,"26.876","24.383","24.341",NA,NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Marcus","Ericsson",9,"Sauber Ferrari","12",17,56,0,"1","1","1","1:38.003",198.802,"1:32.840",6,2,13,29,NA,NA,NA,NA,"24.775","25.363",NA,NA,NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Pascal","Wehrlein",94,"MRT Mercedes","13",16,56,0,"1","1","1","1:35.448",204.123,"1:32.806",6,3,11,29,41,NA,NA,NA,"26.236","25.547","25.419",NA,NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Felipe","Nasr",12,"Sauber Ferrari","14",21,56,0,"1","1","1","1:35.360",204.312,"1:34.388",4,3,10,30,47,NA,NA,NA,"26.246","25.491","25.66",NA,NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Nico","Hulkenberg",27,"Force India Mercedes","15",8,56,0,"1","1","1","1:35.188",204.681,"1:31.620",15,4,1,16,35,51,NA,NA,"31.931","24.93","24.734","26.595",NA,NA
"Bahrain","Bahrain International Circuit, Sakhir",2016,"03 Apr 2016","Sergio","Perez",11,"Force India Mercedes","16",18,56,0,"1","1","1","1:36.067",202.808,"1:32.911",7,3,2,14,37,NA,NA,NA,"30.326","25.068","24.517",NA,NA,NA
