"race","circuit","season","date","driver_name","driver","number","car","position","starting_grid","laps","points","time_total","time_from_leader","time_from_previous","fastest_lap","average_speed","qualify_time","qualify_lap","stop_total","stop_lap_1","stop_lap_2","stop_lap_3","stop_lap_4","stop_lap_5","stop_lap_6","stop_time_1","stop_time_2","stop_time_3","stop_time_4","stop_time_5","stop_time_6"
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Nico","Rosberg",6,"Mercedes","1",3,57,25,"1:32:58.710",NA,NA,"1:32.478",206.436,"1:44.595",21,2,12,38,NA,NA,NA,NA,"24.331","23.673",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Daniel","Ricciardo",3,"Red Bull Racing Renault","EX",2,57,0,"1:33:23.235","24.525","24.5249998569489","1:33.066",205.131,"1:44.548",20,2,12,36,NA,NA,NA,NA,"22.994","22.427",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Kevin","Magnussen",20,"McLaren Mercedes","2",4,57,18,"1:33:25.486","26.777","2.25100016593933","1:32.917",205.46,"1:45.745",19,2,12,37,NA,NA,NA,NA,"23.15","22.273",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Jenson","Button",22,"McLaren Mercedes","3",10,57,15,"1:33:28.736","30.027","3.25","1:33.186",204.867,"1:44.437",13,2,11,32,NA,NA,NA,NA,"22.411","22.399",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Fernando","Alonso",14,"Ferrari","4",5,57,12,"1:33:33.993","35.284","5.25699996948242","1:32.616",206.128,"1:45.819",21,2,12,35,NA,NA,NA,NA,"22.887","21.978",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Valtteri","Bottas",77,"Williams Mercedes","5",15,57,10,"1:33:46.348","47.639","12.3550000190735","1:32.568",206.235,"1:48.147",19,2,10,36,NA,NA,NA,NA,"34.921","23.117",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Nico","Hulkenberg",27,"Force India Mercedes","6",7,57,8,"1:33:49.427","50.718","3.0789999961853","1:33.210",204.814,"1:46.030",20,2,12,33,NA,NA,NA,NA,"22.615","22.933",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Kimi","Räikkönen",7,"Ferrari","7",11,57,6,"1:33:56.384","57.675","6.95700001716614","1:33.691",203.763,"1:44.494",13,2,12,36,NA,NA,NA,NA,"25.543","21.825",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Jean-Eric","Vergne",25,"STR Renault","8",6,57,4,"1:33:59.151","60.441","2.76699995994568","1:33.864",203.387,"1:45.864",21,2,12,33,NA,NA,NA,NA,"23.124","22.978",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Daniil","Kvyat",26,"STR Renault","9",8,57,2,"1:34:02.295","63.585","3.14400005340576","1:32.634",206.088,"1:47.368",20,2,12,36,NA,NA,NA,NA,"30.514","23.92",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Sergio","Perez",11,"Force India Mercedes","10",16,57,1,"1:34:24.625","85.916","22.3299999237061","1:33.366",204.472,"1:47.293",13,3,1,11,32,NA,NA,NA,"25.541","22.497","22.526",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Adrian","Sutil",99,"Sauber Ferrari","11",13,56,0,"1","1","1","1:34.564",201.882,"1:45.655",12,1,35,NA,NA,NA,NA,NA,"24.305",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Esteban","Gutierrez",21,"Sauber Ferrari","12",20,56,0,"1","1","1","1:34.202",202.658,"1:35.117",7,2,1,30,NA,NA,NA,NA,"32.657","23.797",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Max","Chilton",4,"Marussia Ferrari","13",17,55,0,"2","2","2","1:35.635",199.621,"1:34.293",5,2,24,41,NA,NA,NA,NA,"24.209","23.493",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Jules","Bianchi",17,"Marussia Ferrari","NC",18,49,0,"8","8","8","1:35.281",200.363,"1:34.794",5,2,20,35,NA,NA,NA,NA,"23.821","22.656",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Romain","Grosjean",8,"Lotus Renault","NC",NA,43,0,NA,NA,NA,"1:34.766",201.451,NA,6,2,1,28,NA,NA,NA,NA,"17.255","22.264",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Pastor","Maldonado",13,"Lotus Renault","NC",21,29,0,NA,NA,NA,"1:37.332",196.141,"",3,1,29,NA,NA,NA,NA,NA,"22.847",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Marcus","Ericsson",9,"Caterham Renault","NC",19,27,0,NA,NA,NA,"1:37.064",196.682,"1:35.157",5,1,23,NA,NA,NA,NA,NA,"23.238",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2014,"16 Mar 2014","Sebastian","Vettel",1,"Red Bull Racing Renault","NC",12,3,0,NA,NA,NA,"1:49.947",173.636,"1:44.668",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
