"race","circuit","season","date","driver_name","driver","number","car","position","starting_grid","laps","points","time_total","time_from_leader","time_from_previous","fastest_lap","average_speed","qualify_time","qualify_lap","stop_total","stop_lap_1","stop_lap_2","stop_lap_3","stop_lap_4","stop_lap_5","stop_lap_6","stop_time_1","stop_time_2","stop_time_3","stop_time_4","stop_time_5","stop_time_6"
"Australia","Melbourne Grand Prix Circuit, Melbourne",2017,"26 Mar 2017","Sebastian","Vettel",5,"Ferrari","1",2,57,25,"1:24:11.672",NA,NA,"1:26.638",220.351,"1:22.456",17,1,23,NA,NA,NA,NA,NA,"21.988",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2017,"26 Mar 2017","Lewis","Hamilton",44,"Mercedes","2",1,57,18,"1:24:21.646","9.975","9.97399997711182","1:27.033",219.351,"1:22.188",14,1,17,NA,NA,NA,NA,NA,"21.709",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2017,"26 Mar 2017","Valtteri","Bottas",77,"Mercedes","3",3,57,15,"1:24:22.921","11.250","1.27500009536743","1:26.593",220.465,"1:22.481",13,1,25,NA,NA,NA,NA,NA,"21.44",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2017,"26 Mar 2017","Kimi","Räikkönen",7,"Ferrari","4",4,57,12,"1:24:34.064","22.393","11.1429998874664","1:26.538",220.605,"1:23.033",19,1,26,NA,NA,NA,NA,NA,"22.033",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2017,"26 Mar 2017","Max","Verstappen",33,"Red Bull Racing TAG Heuer","5",5,57,10,"1:24:40.498","28.827","6.43400001525879","1:26.964",219.525,"1:23.485",18,1,25,NA,NA,NA,NA,NA,"22.208",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2017,"26 Mar 2017","Felipe","Massa",19,"Williams Mercedes","6",7,57,8,"1:25:35.057","83.386","54.5590000152588","1:28.045",216.83,"1:24.443",16,1,20,NA,NA,NA,NA,NA,"21.568",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2017,"26 Mar 2017","Sergio","Perez",11,"Force India Mercedes","7",10,56,6,"1","1","1","1:28.336",216.115,"1:25.081",13,1,17,NA,NA,NA,NA,NA,"22.045",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2017,"26 Mar 2017","Carlos","Sainz",55,"Toro Rosso","8",8,56,4,"1","1","1","1:27.677",217.74,"1:24.487",16,1,18,NA,NA,NA,NA,NA,"21.762",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2017,"26 Mar 2017","Daniil","Kvyat",26,"Toro Rosso","9",9,56,2,"1","1","1","1:26.711",220.165,"1:24.512",16,2,34,49,NA,NA,NA,NA,"25.559","24.026",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Melbourne",2017,"26 Mar 2017","Esteban","Ocon",31,"Force India Mercedes","10",13,56,1,"1","1","1","1:28.475",215.776,"1:25.568",16,1,15,NA,NA,NA,NA,NA,"22.154",NA,NA,NA,NA,NA
