"race","circuit","season","date","driver_name","driver","number","car","position","starting_grid","laps","points","time_total","time_from_leader","time_from_previous","fastest_lap","average_speed","qualify_time","qualify_lap","stop_total","stop_lap_1","stop_lap_2","stop_lap_3","stop_lap_4","stop_lap_5","stop_lap_6","stop_time_1","stop_time_2","stop_time_3","stop_time_4","stop_time_5","stop_time_6"
"Bahrain","Bahrain International Circuit, Bahrain",2010,"14 Mar 2010","Fernando","Alonso",8,"Ferrari","1",3,49,25,"1:39:20.396",NA,NA,"1:58.287",191.706,"1:54.608",20,1,16,NA,NA,NA,NA,NA,"23.154",NA,NA,NA,NA,NA
"Bahrain","Bahrain International Circuit, Bahrain",2010,"14 Mar 2010","Felipe","Massa",7,"Ferrari","2",2,49,18,"1:39:36.494","16.099","16.0980000495911","1:59.732",189.392,"1:54.242",16,1,17,NA,NA,NA,NA,NA,"23.04",NA,NA,NA,NA,NA
"Bahrain","Bahrain International Circuit, Bahrain",2010,"14 Mar 2010","Lewis","Hamilton",2,"McLaren Mercedes","3",4,49,15,"1:39:43.577","23.182","7.08299994468689","1:59.560",189.665,"1:55.217",19,1,15,NA,NA,NA,NA,NA,"23.201",NA,NA,NA,NA,NA
"Bahrain","Bahrain International Circuit, Bahrain",2010,"14 Mar 2010","Sebastian","Vettel",5,"RBR Renault","4",1,49,12,"1:39:59.194","38.799","15.6170001029968","2:00.218",188.627,"1:54.101",14,1,17,NA,NA,NA,NA,NA,"22.26",NA,NA,NA,NA,NA
"Bahrain","Bahrain International Circuit, Bahrain",2010,"14 Mar 2010","Nico","Rosberg",4,"Mercedes","5",5,49,10,"1:40:00.608","40.213","1.41400003433228","2:00.236",188.599,"1:55.241",13,1,16,NA,NA,NA,NA,NA,"24.295",NA,NA,NA,NA,NA
"Bahrain","Bahrain International Circuit, Bahrain",2010,"14 Mar 2010","Michael","Schumacher",3,"Mercedes","6",7,49,8,"1:40:04.559","44.163","3.95099997520447","2:00.204",188.649,"1:55.524",15,1,15,NA,NA,NA,NA,NA,"23.16",NA,NA,NA,NA,NA
"Bahrain","Bahrain International Circuit, Bahrain",2010,"14 Mar 2010","Jenson","Button",1,"McLaren Mercedes","7",8,49,6,"1:40:05.675","45.280","1.1159999370575","1:59.970",189.017,"1:55.672",17,1,16,NA,NA,NA,NA,NA,"23.543",NA,NA,NA,NA,NA
"Bahrain","Bahrain International Circuit, Bahrain",2010,"14 Mar 2010","Mark","Webber",6,"RBR Renault","8",6,49,4,"1:40:06.755","46.360","1.08000016212463","1:59.487",189.781,"1:55.284",13,1,16,NA,NA,NA,NA,NA,"25.19",NA,NA,NA,NA,NA
"Bahrain","Bahrain International Circuit, Bahrain",2010,"14 Mar 2010","Vitantonio","Liuzzi",15,"Force India Mercedes","9",12,49,2,"1:40:13.403","53.008","6.64800000190735","1:59.906",189.118,"1:55.653",13,1,20,NA,NA,NA,NA,NA,"23.931",NA,NA,NA,NA,NA
"Bahrain","Bahrain International Circuit, Bahrain",2010,"14 Mar 2010","Rubens","Barrichello",9,"Williams Cosworth","10",11,49,1,"1:40:22.884","62.489","9.48099994659424","1:59.833",189.233,"1:55.330",12,1,19,NA,NA,NA,NA,NA,"23.671",NA,NA,NA,NA,NA
