"race","circuit","season","date","driver_name","driver","number","car","position","starting_grid","laps","points","time_total","time_from_leader","time_from_previous","fastest_lap","average_speed","qualify_time","qualify_lap","stop_total","stop_lap_1","stop_lap_2","stop_lap_3","stop_lap_4","stop_lap_5","stop_lap_6","stop_time_1","stop_time_2","stop_time_3","stop_time_4","stop_time_5","stop_time_6"
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Michael","Schumacher",1,"Ferrari","1",2,58,10,"1:35:36.792",NA,NA,"1:28.628",215.403,"1:25.848",10,1,38,NA,NA,NA,NA,NA,"28.281",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","JuanPablo","Montoya",6,"Williams BMW","2",6,58,6,"1:35:55.420","18.628","18.6280000209808","1:29.143",214.159,"1:27.249",4,1,37,NA,NA,NA,NA,NA,"27.999",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Kimi","Räikkönen",4,"McLaren Mercedes","3",5,58,4,"1:36:01.858","25.067","6.43799996376038","1:28.541",215.615,"1:27.161",7,2,2,38,NA,NA,NA,NA,"1:10.122","28.290",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Eddie","Irvine",16,"Jaguar Cosworth","4",19,57,3,"1","1","1","1:32.548",206.279,"1:30.113",6,1,37,NA,NA,NA,NA,NA,"31.632",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Mark","Webber",23,"Minardi Asiatech","5",18,56,2,"2","2","2","1:33.296",204.626,"1:30.086",6,1,35,NA,NA,NA,NA,NA,"54.025",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Mika","Salo",24,"Toyota","6",14,56,1,"2","2","2","1:32.225",207.002,"1:29.205",5,2,1,32,NA,NA,NA,NA,"3:14.314","30.069",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Alex","Yoong",22,"Minardi Asiatech","7",21,55,0,"3","3","3","1:34.653",201.692,"1:31.504",4,1,37,NA,NA,NA,NA,NA,"32.838",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Pedro","delaRosa",17,"Jaguar Cosworth","8",20,53,0,"5","5","5","1:31.539",208.553,"1:30.192",4,2,21,40,NA,NA,NA,NA,"4:30.135","27.246",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","David","Coulthard",3,"McLaren Mercedes","NC",4,33,0,NA,NA,NA,"1:31.186",209.361,"1:26.446",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Jacques","Villeneuve",11,"BAR Honda","NC",13,27,0,NA,NA,NA,"1:33.540",204.092,"1:28.657",6,2,10,13,NA,NA,NA,NA,"26.883","17.257",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Takuma","Sato",10,"Jordan Honda","NC",22,12,0,NA,NA,NA,"1:35.197",200.539,"1:53.351",7,1,11,NA,NA,NA,NA,NA,"1:09.258",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Jarno","Trulli",14,"Renault","NC",7,8,0,NA,NA,NA,"1:34.233",202.591,"1:27.710",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Rubens","Barrichello",2,"Ferrari","NC",1,0,0,NA,NA,NA,NA,NA,"1:25.843",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Ralf","Schumacher",5,"Williams BMW","NC",3,0,0,NA,NA,NA,NA,NA,"1:26.279",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Giancarlo","Fisichella",9,"Jordan Honda","NC",8,0,0,NA,NA,NA,NA,NA,"1:27.869",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Felipe","Massa",8,"Sauber Petronas","NC",9,0,0,NA,NA,NA,NA,NA,"1:27.972",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Nick","Heidfeld",7,"Sauber Petronas","NC",10,0,0,NA,NA,NA,NA,NA,"1:28.232",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Jenson","Button",15,"Renault","NC",11,0,0,NA,NA,NA,NA,NA,"1:28.361",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Olivier","Panis",12,"BAR Honda","NC",12,0,0,NA,NA,NA,NA,NA,"1:28.381",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2002,"03 Mar 2002","Allan","McNish",25,"Toyota","NC",16,0,0,NA,NA,NA,NA,NA,"1:29.636",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malaysia","Sepang International Circuit, Malaysia",2002,"17 Mar 2002","Ralf","Schumacher",5,"Williams BMW","1",4,56,10,"1:34:12.912",NA,NA,"1:38.369",202.856,"1:36.028",12,1,31,NA,NA,NA,NA,NA,"37.880",NA,NA,NA,NA,NA
"Malaysia","Sepang International Circuit, Malaysia",2002,"17 Mar 2002","JuanPablo","Montoya",6,"Williams BMW","2",2,56,6,"1:34:52.611","39.700","39.699000120163","1:38.049",203.518,"1:35.497",11,3,9,21,39,NA,NA,NA,"24.366","35.496","34.417",NA,NA,NA
"Malaysia","Sepang International Circuit, Malaysia",2002,"17 Mar 2002","Michael","Schumacher",1,"Ferrari","3",1,56,4,"1:35:14.707","61.795","22.095999956131","1:38.754",202.065,"1:35.266",9,3,1,19,40,NA,NA,NA,"39.638","35.788","34.946",NA,NA,NA
"Malaysia","Sepang International Circuit, Malaysia",2002,"17 Mar 2002","Jenson","Button",15,"Renault","4",8,56,3,"1:35:22.678","69.767","7.97099995613098","1:40.011",199.526,"1:37.245",9,1,31,NA,NA,NA,NA,NA,"38.561",NA,NA,NA,NA,NA
"Malaysia","Sepang International Circuit, Malaysia",2002,"17 Mar 2002","Nick","Heidfeld",7,"Sauber Petronas","5",7,55,2,"1","1","1","1:40.575",198.407,"1:37.199",10,2,19,36,NA,NA,NA,NA,"37.149","36.475",NA,NA,NA,NA
"Malaysia","Sepang International Circuit, Malaysia",2002,"17 Mar 2002","Felipe","Massa",8,"Sauber Petronas","6",14,55,1,"1","1","1","1:41.324",196.94,"1:38.057",10,1,23,NA,NA,NA,NA,NA,"35.553",NA,NA,NA,NA,NA
"Malaysia","Sepang International Circuit, Malaysia",2002,"17 Mar 2002","Allan","McNish",25,"Toyota","7",19,55,0,"1","1","1","1:41.321",196.946,"1:38.959",10,2,19,40,NA,NA,NA,NA,"39.217","54.478",NA,NA,NA,NA
