"race","circuit","season","date","driver_name","driver","number","car","position","starting_grid","laps","points","time_total","time_from_leader","time_from_previous","fastest_lap","average_speed","qualify_time","qualify_lap","stop_total","stop_lap_1","stop_lap_2","stop_lap_3","stop_lap_4","stop_lap_5","stop_lap_6","stop_time_1","stop_time_2","stop_time_3","stop_time_4","stop_time_5","stop_time_6"
"Australia","Melbourne Grand Prix Circuit, Australia",2009,"29 Mar 2009","Jenson","Button",22,"Brawn Mercedes","1",1,58,10,"1:34:15.784",NA,NA,"1:28.020",216.891,"1:26.202",19,2,19,47,NA,NA,NA,NA,"27.397","26.381",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2009,"29 Mar 2009","Rubens","Barrichello",23,"Brawn Mercedes","2",2,58,8,"1:34:16.590","0.807","0.805999994277954","1:29.066",214.344,"1:26.505",21,2,18,51,NA,NA,NA,NA,"35.824","22.194",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2009,"29 Mar 2009","Jarno","Trulli",9,"Toyota","3",NA,58,6,"1:34:17.388","1.604","0.79800009727478","1:28.916",214.706,NA,20,2,10,33,NA,NA,NA,NA,"19.369","22.369",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2009,"29 Mar 2009","Lewis","Hamilton",1,"McLaren Mercedes","DQ",18,58,0,"1:34:18.697","2.914","1.30900001525879","1:29.020",214.455,"",5,2,11,43,NA,NA,NA,NA,"25.446","21.293",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2009,"29 Mar 2009","Timo","Glock",10,"Toyota","4",NA,58,5,"1:34:20.218","4.435","1.52099990844727","1:28.416",215.92,NA,19,2,18,50,NA,NA,NA,NA,"23.084","19.676",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2009,"29 Mar 2009","Fernando","Alonso",7,"Renault","5",10,58,4,"1:34:20.662","4.879","0.444000005722046","1:28.712",215.199,"1:25.605",12,2,19,51,NA,NA,NA,NA,"34.701","20.679",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2009,"29 Mar 2009","Nico","Rosberg",16,"Williams Toyota","6",5,58,3,"1:34:21.505","5.722","0.843000173568726","1:27.706",217.668,"1:26.973",21,2,16,44,NA,NA,NA,NA,"34.72","20.694",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2009,"29 Mar 2009","Sebastien","Buemi",12,"STR Ferrari","7",13,58,2,"1:34:21.787","6.004","0.281999826431274","1:29.230",213.95,"1:26.503",10,2,18,41,NA,NA,NA,NA,"22.162","20.537",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2009,"29 Mar 2009","Sebastien","Bourdais",11,"STR Ferrari","8",17,58,1,"1:34:22.082","6.298","0.295000076293945","1:29.823",212.537,"1:26.964",10,2,9,21,NA,NA,NA,NA,"22.309","22.831",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2009,"29 Mar 2009","Adrian","Sutil",20,"Force India Mercedes","9",16,58,0,"1:34:22.118","6.335","0.0360000133514404","1:28.943",214.64,"1:26.742",9,3,1,22,34,NA,NA,NA,"25.354","24.301","23.947",NA,NA,NA
