"race","circuit","season","date","driver_name","driver","number","car","position","starting_grid","laps","points","time_total","time_from_leader","time_from_previous","fastest_lap","average_speed","qualify_time","qualify_lap","stop_total","stop_lap_1","stop_lap_2","stop_lap_3","stop_lap_4","stop_lap_5","stop_lap_6","stop_time_1","stop_time_2","stop_time_3","stop_time_4","stop_time_5","stop_time_6"
"Australia","Melbourne Grand Prix Circuit, Australia",2013,"17 Mar 2013","Kimi","Räikkönen",7,"Lotus Renault","1",7,58,25,"1:30:03.225",NA,NA,"1:29.274",213.845,"1:28.738",27,2,9,34,NA,NA,NA,NA,"22.709","22.181",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2013,"17 Mar 2013","Fernando","Alonso",3,"Ferrari","2",5,58,18,"1:30:15.675","12.451","12.4500000476837","1:29.560",213.162,"1:28.493",26,3,9,20,39,NA,NA,NA,"21.792","21.606","21.704",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2013,"17 Mar 2013","Sebastian","Vettel",1,"Red Bull Racing Renault","3",1,58,15,"1:30:25.570","22.346","9.89499998092651","1:30.409",211.16,"1:27.407",27,3,7,21,37,NA,NA,NA,"21.807","22.704","21.596",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2013,"17 Mar 2013","Felipe","Massa",4,"Ferrari","4",4,58,12,"1:30:36.801","33.577","11.2310001850128","1:30.239",211.558,"1:28.490",23,3,8,23,36,NA,NA,NA,"21.754","21.511","21.509",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2013,"17 Mar 2013","Lewis","Hamilton",10,"Mercedes","5",3,58,10,"1:30:48.786","45.561","11.9849998950958","1:29.759",212.689,"1:28.087",29,3,13,31,42,NA,NA,NA,"22.155","22.015","21.778",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2013,"17 Mar 2013","Mark","Webber",2,"Red Bull Racing Renault","6",2,58,8,"1:30:50.024","46.800","1.23799991607666","1:29.732",212.753,"1:27.827",26,3,5,18,38,NA,NA,NA,"24.24","21.717","21.515",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2013,"17 Mar 2013","Adrian","Sutil",15,"Force India Mercedes","7",12,58,6,"1:31:08.292","65.068","18.268000125885","1:30.710",210.459,"1:38.134",19,2,21,46,NA,NA,NA,NA,"22.693","22.749",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2013,"17 Mar 2013","Paul","diResta",14,"Force India Mercedes","8",9,58,4,"1:31:11.673","68.449","3.38100004196167","1:30.894",210.033,"1:29.305",23,2,8,33,NA,NA,NA,NA,"23.01","23.051",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2013,"17 Mar 2013","Jenson","Button",5,"McLaren Mercedes","9",10,58,2,"1:31:24.855","81.630","13.1819999217987","1:30.198",211.654,"1:30.357",24,3,4,20,37,NA,NA,NA,"22.282","23.571","21.538",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2013,"17 Mar 2013","Romain","Grosjean",8,"Lotus Renault","10",8,58,1,"1:31:25.983","82.759","1.12800002098083","1:30.395",211.193,"1:29.013",25,3,5,19,37,NA,NA,NA,"22.239","22.133","22.534",NA,NA,NA
