"race","circuit","season","date","driver_name","driver","number","car","position","starting_grid","laps","points","time_total","time_from_leader","time_from_previous","fastest_lap","average_speed","qualify_time","qualify_lap","stop_total","stop_lap_1","stop_lap_2","stop_lap_3","stop_lap_4","stop_lap_5","stop_lap_6","stop_time_1","stop_time_2","stop_time_3","stop_time_4","stop_time_5","stop_time_6"
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Jenson","Button",3,"McLaren Mercedes","1",2,58,25,"1:34:09.565",NA,NA,"1:29.187",214.053,"1:25.074",15,2,16,36,NA,NA,NA,NA,"23.275","22.837",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Sebastian","Vettel",1,"Red Bull Racing Renault","2",6,58,18,"1:34:11.703","2.139","2.13800001144409","1:29.417",213.503,"1:25.668",18,2,16,37,NA,NA,NA,NA,"24.256","24.131",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Lewis","Hamilton",4,"McLaren Mercedes","3",1,58,15,"1:34:13.640","4.075","1.93700003623962","1:29.538",213.214,"1:24.922",14,2,17,36,NA,NA,NA,NA,"22.862","23.464",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Mark","Webber",2,"Red Bull Racing Renault","4",5,58,12,"1:34:14.111","4.547","0.470999956130981","1:29.438",213.452,"1:25.651",17,2,14,37,NA,NA,NA,NA,"23.302","22.915",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Fernando","Alonso",5,"Ferrari","5",12,58,10,"1:34:31.130","21.565","17.0190000534058","1:30.277",211.469,"1:26.494",12,2,13,34,NA,NA,NA,NA,"22.035","21.91",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Kamui","Kobayashi",14,"Sauber Ferrari","6",13,58,8,"1:34:46.331","36.766","15.2009999752045","1:30.620",210.668,"1:26.590",12,2,13,36,NA,NA,NA,NA,"25.346","24.162",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Kimi","Räikkönen",9,"Lotus Renault","7",17,58,6,"1:34:47.578","38.014","1.24699997901917","1:30.759",210.346,"1:27.758",9,2,19,37,NA,NA,NA,NA,"24.881","23.31",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Sergio","Perez",15,"Sauber Ferrari","8",22,58,4,"1:34:49.023","39.458","1.4449999332428","1:30.843",210.151,"",11,1,24,NA,NA,NA,NA,NA,"23.882",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Daniel","Ricciardo",16,"STR Ferrari","9",10,58,2,"1:34:49.121","39.556","0.0980000495910645","1:30.592",210.733,"",16,3,1,22,38,NA,NA,NA,"32.319","23.257","24.348",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Paul","diResta",11,"Force India Mercedes","10",15,58,1,"1:34:49.302","39.737","0.180999994277954","1:30.605",210.703,"1:27.086",16,2,13,33,NA,NA,NA,NA,"24.933","24.579",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Jean-Eric","Vergne",17,"STR Ferrari","11",11,58,0,"1:34:49.413","39.848","0.111000061035156","1:30.274",211.476,"1:26.429",12,2,19,37,NA,NA,NA,NA,"23.203","23.569",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Nico","Rosberg",8,"Mercedes","12",7,58,0,"1:35:07.207","57.642","17.7939999103546","1:30.931",209.948,"1:25.686",16,2,12,31,NA,NA,NA,NA,"23.203","23.017",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Pastor","Maldonado",18,"Williams Renault","13",8,57,0,NA,NA,NA,"1:30.254",211.523,"1:25.908",20,2,16,37,NA,NA,NA,NA,"23.427","23.166",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Timo","Glock",24,"Marussia Cosworth","14",20,57,0,"1","1","1","1:34.253",202.548,"1:30.923",10,2,20,36,NA,NA,NA,NA,"26.322","25.046",NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Charles","Pic",25,"Marussia Cosworth","15",21,53,0,NA,NA,NA,"1:35.011",200.932,"1:31.670",9,3,21,35,51,NA,NA,NA,"25.303","48.984","17.088",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Bruno","Senna",19,"Williams Renault","16",14,52,0,NA,NA,NA,"1:30.855",210.123,"1:26.663",16,3,1,30,47,NA,NA,NA,"24.599","23.777","30.888",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Felipe","Massa",6,"Ferrari","NC",16,46,0,NA,NA,NA,"1:31.940",207.644,"1:27.497",16,3,11,28,37,NA,NA,NA,"22.313","22.528","22.103",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Heikki","Kovalainen",20,"Caterham Renault","NC",18,38,0,NA,NA,NA,"1:33.693",203.759,"1:28.679",7,3,14,34,37,NA,NA,NA,"24.397","24.58","28.888",NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Vitaly","Petrov",21,"Caterham Renault","NC",19,34,0,NA,NA,NA,"1:33.214",204.806,"1:29.018",8,1,18,NA,NA,NA,NA,NA,"24.579",NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Michael","Schumacher",7,"Mercedes","NC",4,10,0,NA,NA,NA,"1:34.021",203.048,"1:25.336",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Romain","Grosjean",10,"Lotus Renault","NC",3,1,0,NA,NA,NA,NA,NA,"1:25.302",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Melbourne Grand Prix Circuit, Australia",2012,"18 Mar 2012","Nico","Hulkenberg",12,"Force India Mercedes","NC",9,0,0,NA,NA,NA,NA,NA,"1:26.451",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malaysia","Sepang International Circuit, Malaysia",2012,"25 Mar 2012","Fernando","Alonso",5,"Ferrari","1",8,56,25,"2:44:51.812",NA,NA,"1:41.680",196.25,"1:37.566",16,3,4,14,40,NA,NA,NA,"24.653","22.864","22.534",NA,NA,NA
"Malaysia","Sepang International Circuit, Malaysia",2012,"25 Mar 2012","Sergio","Perez",15,"Sauber Ferrari","2",9,56,18,"2:44:54.075","2.263","2.26300001144409","1:41.021",197.531,"1:37.698",17,3,1,15,41,NA,NA,NA,"25.671","24.52","24.543",NA,NA,NA
"Malaysia","Sepang International Circuit, Malaysia",2012,"25 Mar 2012","Lewis","Hamilton",4,"McLaren Mercedes","3",1,56,15,"2:45:06.403","14.591","12.3280000686646","1:41.539",196.523,"1:36.219",14,3,5,14,41,NA,NA,NA,"24.271","27.961","26.338",NA,NA,NA
"Malaysia","Sepang International Circuit, Malaysia",2012,"25 Mar 2012","Mark","Webber",2,"Red Bull Racing Renault","4",4,56,12,"2:45:09.500","17.688","3.09699988365173","1:41.017",197.539,"1:36.461",19,3,5,14,39,NA,NA,NA,"24.569","26.337","23.195",NA,NA,NA
